"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidas-Noord";"     139"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"RAI";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"VU-kwartier";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidas-Zuid";"      78"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vivaldi";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amsterdamse Bos";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuiderhof";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-West-Midden";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gelderlandpleinbuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuidwest";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuid-Midden";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Klenckebuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Oost-Midden";"      28"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuidoost";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelpark";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Java-eiland";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"KNSM-eiland";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostelijke Handelskade";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rietlanden";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sporenburg";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Borneo";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Entrepot-Noordwest";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvengebied Veelaan";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Architectenbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cruquiusbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvengebied Zeeburgerkade";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesperzijde-Noord";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesperzijde-Midden/Zuid";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Parooldriehoek";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Noordwest";"     103"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterpark";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Zuidwest";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Zuidoost";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Transvaalbuurt-West";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Transvaalbuurt-Oost";"      53"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dapperbuurt-Noord";"      74"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dapperbuurt-Zuid";"     110"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostpoort";"     111"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Timorpleinbuurt-Noord";"      59"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Timorpleinbuurt-Zuid";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ambonpleinbuurt";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Makassarpleinbuurt";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zeeburgerdijk-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sumatraplantsoenbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Flevopark";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sluisbuurt";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sportheldenbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostpunt Zeeburgereiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Baaibuurt-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Baaibuurt-Oost";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bovendiep/Diemerpark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Steigereiland-Zuid";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Steigereiland-Noord";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rieteilanden-West";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Joris Ivenspleinbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ed Pelsterparkbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Centrumeiland";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Havenkwartier IJburg";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Theo van Goghparkbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rieteiland-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Van der Kunbuurt";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Eenhoorn";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Don Bosco";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Julianapark";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Frankendael";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Amstelstation";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Wetbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Frankendael";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Linnaeusparkbuurt";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Middenmeer-Noord";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Middenmeer-Zuid";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Science Park-Noord";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Science Park-Zuid";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sportpark Middenmeer-Zuid";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sportpark Middenmeer-Noord";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Park de Meer";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sportpark Voorland";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Drieburg";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuwe Oosterbegraafplaats";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Betondorp";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Omval";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overamstel";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelglorie";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelkwartier-West";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelkwartier-Noord";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelkwartier-Zuid";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weespertrekvaart";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Noorder IJplas";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Melkweg/Oostzanerwerf";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Walvisbuurt";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Twiske-West";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostzanerdijk";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Circus/Kermisbuurt";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Molenwijk";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cornelis Douwesterrein-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cornelis Douwesterrein-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"NDSM terrein";"      74"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiksloterham-Zuid";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiksloterham-Noord";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Klaprozenbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overhoeks";"      77"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Oostzaan-West";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Oostzaan-Oost";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Terrasdorp";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Bongerd";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Twiske-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kadoelen";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Banne-Noordwest";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Banne-Noordoost";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Banne-Zuidwest";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Banne-Zuidoost";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiksloterbreek";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Marjoleinterrein";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiksloterdijk-West";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiksloterdijk-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuwendammerdijk-West";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuwendammerdijk-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuwendammerdijk-Zuid";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Elzenhagen-Noord";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Elzenhagen-Zuid";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nintemanterrein";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buikslotermeer-Noord";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Kleine Wereld";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Loenermark";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buikslotermeerplein";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Plan van Gool";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rode Kruisbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Markengouw-Noord";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Markengouw-Midden";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Markengouw-Zuid";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Werengouw-Noord";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Werengouw-Midden";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Werengouw-Zuid";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bloemenbuurt-Noord";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bloemenbuurt-Zuid";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Van der Pekbuurt";"     115"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vogelbuurt-Noord";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vliegenbos";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vogelbuurt-Zuid";"      80"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJplein e.o.";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Blauwe Zand";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Nieuwendam-West";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Nieuwendam-Oost";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hamerstraatkwartier-West";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hamerstraatkwartier-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijventerrein Nieuwendammerdijk";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Noorderstrook-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Noorderstrook-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zunderdorp";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Schellingwoude-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Schellingwoude-Oost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Schellingwoude-Noord";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zwarte Gouw";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Holysloot";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ransdorp";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Durgerdam";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Landelijk gebied Driemond";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dorp Driemond";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weespersluis-Noord";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Waterrijk";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Lanenrijk";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vechtrijk";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Leeuwenveld";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijventerrein Nijverheidslaan";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijventerrein-Noord Weesp";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hogewey-Noord";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hogewey-Midden";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hogewey-Zuid";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesp Dichtersbuurt";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesp Schildersbuurt";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Herensingelkwartier";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijventerrein Van Houten";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesp Centrum";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesp-Zuid I";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesp-Zuid II";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Klomp";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Aetsveldsepolder";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Aetsveld-Zuid";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Aetsveld-Noord";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostelijke Vechtoever";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hoofdcentrum-Zuidoost";"      62"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstel III deel C/D-Noord";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstel III deel A/B-Noord";"      60"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstel III deel C/D-Zuid";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstel III deel A/B-Zuid";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"AMC";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hoge Dijk";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Venserpolder-West";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Venserpolder-Oost";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"D-buurt";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"F-buurt";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amsterdamse Poort";"     164"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vogeltjeswei";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nelson Mandelapark";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hoptille";"      28"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rechte H-buurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Hakfort/Huigenbos";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Huntum";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"E-buurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"G-buurt-West";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"G-buurt-Noord";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"G-buurt-Oost";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Grunder/Koningshoef";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kantershof";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bijlmermuseum-Noord";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bijlmermuseum-Zuid";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Kameleon e.o.";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gooise Kant";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kortvoort";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kelbergen";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"K-buurt-Zuidwest";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"K-buurt-Zuidoost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Holendrecht-West";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Holendrecht-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Holendrecht-Zuid";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"L-buurt";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gaasperpark";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gaasperplas";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Reigersbos 1";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Reigersbos 2";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Reigersbos 3";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Reigersbos 4";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gein 1";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gein 2";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gein 3";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gein 4";"       4"
